id,label
"Harhay, Gregory P.","Harhay, Gregory P."
"Moscato, Pablo","Moscato, Pablo"
"Decludt, Bénédicte","Decludt, Bénédicte"
"Ren, Wenzhi","Ren, Wenzhi"
"Ghiasi, Homayon","Ghiasi, Homayon"
"Trilar, Katarina Prosenc","Trilar, Katarina Prosenc"
"Gao, Dong-Sheng","Gao, Dong-Sheng"
"Ogundipe, Gabriel","Ogundipe, Gabriel"
"Gingras, Anne-Claude","Gingras, Anne-Claude"
"Harmston, Jennie","Harmston, Jennie"
"Someya, Toshiyuki","Someya, Toshiyuki"
"Ghosh, Saikat Kumar B.","Ghosh, Saikat Kumar B."
"Heidrich, John","Heidrich, John"
"Mou, Xiao-Dong","Mou, Xiao-Dong"
"Murray, James L","Murray, James L"
"Queiroz, Luzia Helena","Queiroz, Luzia Helena"
"Elrod, Elizabeth","Elrod, Elizabeth"
"Zoels, Susanne","Zoels, Susanne"
"Alsuhaibani, Omar","Alsuhaibani, Omar"
"O'Leary, Nuala A.","O'Leary, Nuala A."
"Kanai, Yoshikatsu","Kanai, Yoshikatsu"
"Zhao, Changan","Zhao, Changan"
"Tong, Yigang","Tong, Yigang"
"Singh, N.B.","Singh, N.B."
"He, Jane","He, Jane"
"Lim, Seong-in","Lim, Seong-in"
"Negre, Didier","Negre, Didier"
"Xiao, Haixia","Xiao, Haixia"
"Saksena, Sumeet","Saksena, Sumeet"
"Leznicki, Pawel","Leznicki, Pawel"
"Calli, Rogelio","Calli, Rogelio"
"Zhao, Zhendong","Zhao, Zhendong"
"Gardner, Rebecca","Gardner, Rebecca"
"Linnemann, Rachel W.","Linnemann, Rachel W."
"Lusa, Lara","Lusa, Lara"
"Bandivdekar, Atmaram","Bandivdekar, Atmaram"
"Huang, Stephen S. H.","Huang, Stephen S. H."
"Kiemer, Lars","Kiemer, Lars"
"van der Ploeg, Vishnu","van der Ploeg, Vishnu"
"Zaragoza, Carlos","Zaragoza, Carlos"
"Ostroff, Stephen","Ostroff, Stephen"
"Haas, Charles N.","Haas, Charles N."
"Koonin, Eugene V.","Koonin, Eugene V."
"Cardoso, Luís","Cardoso, Luís"
"Jha, Prabhat","Jha, Prabhat"
"Márquez-Jurado, Silvia","Márquez-Jurado, Silvia"
"Maloney, Elizabeth M","Maloney, Elizabeth M"
"Huh, Joo Yeon","Huh, Joo Yeon"
"Huang, Danqin","Huang, Danqin"
"Kim, Yang Soo","Kim, Yang Soo"
"Morris, Peter S.","Morris, Peter S."
"Wen, Rong","Wen, Rong"
"Christmann, Daniel","Christmann, Daniel"
"Nace, Eva K.","Nace, Eva K."
"Teague, W. Gerald","Teague, W. Gerald"
"Guo, Lanping","Guo, Lanping"
"Kjær, Karina Hansen","Kjær, Karina Hansen"
"Sarkar, Mohona","Sarkar, Mohona"
"Chen, Lan","Chen, Lan"
"Brown, Kyle S.","Brown, Kyle S."
"Li, Xiaorong","Li, Xiaorong"
"Daniels, Joshua B.","Daniels, Joshua B."
"Hubert, Bruno","Hubert, Bruno"
"Oudit, Gavin Y.","Oudit, Gavin Y."
"Shytaj, Iart Luca","Shytaj, Iart Luca"
"Reed, D.S.","Reed, D.S."
"Ghorpade, Anuja","Ghorpade, Anuja"
"Delcroix, Melaine","Delcroix, Melaine"
"Reindl, K.","Reindl, K."
"Shaw, Geoff","Shaw, Geoff"
"Wang, Roger Wei","Wang, Roger Wei"
"Aguilella, Vicente M.","Aguilella, Vicente M."
"Lee, Ilseob","Lee, Ilseob"
"Hoey, Brian A.","Hoey, Brian A."
"Wojciechowska, Marzena","Wojciechowska, Marzena"
"Ferraz, Rosa María","Ferraz, Rosa María"
"Koster, Abraham J","Koster, Abraham J"
"Ramkhellawan, Ghansham C.","Ramkhellawan, Ghansham C."
"Koekkoek, Sylvie M.","Koekkoek, Sylvie M."
"Robinson, Susan","Robinson, Susan"
"Pokhrel, Bharat M.","Pokhrel, Bharat M."
"Griesemer, Sara","Griesemer, Sara"
"Lee, Eun-Kyoung","Lee, Eun-Kyoung"
"Yang, Ru","Yang, Ru"
"Kanitz, Ellen","Kanitz, Ellen"
"Black, Andrew J.","Black, Andrew J."
"Dwivedi, Varun","Dwivedi, Varun"
"Dastjerdi, Akbar","Dastjerdi, Akbar"
"Mochizuki, Kiku","Mochizuki, Kiku"
"Zhao, Mengyao","Zhao, Mengyao"
"Ismail, Somaia","Ismail, Somaia"
"Zhang, Shuyi","Zhang, Shuyi"
"Schonfeld, Emily","Schonfeld, Emily"
"Yin, Xin-Feng","Yin, Xin-Feng"
"Green, Richard","Green, Richard"
"Toda, Tatsushi","Toda, Tatsushi"
"Hobbs, John","Hobbs, John"
"Nichols, Gordon L.","Nichols, Gordon L."
"Sanchez-Lockhart, Mariano","Sanchez-Lockhart, Mariano"
"Kocher, Jacob","Kocher, Jacob"
"Wilson, Leticia E.","Wilson, Leticia E."
"Aguirre, A Alonso","Aguirre, A Alonso"
"Zheng, Shufa","Zheng, Shufa"
"Zinkel, Sandra S.","Zinkel, Sandra S."
"Nagaishi, Tokiko","Nagaishi, Tokiko"
"Xia, Dongxiang","Xia, Dongxiang"
"Pal, Amar","Pal, Amar"
"Schiöth, Helgi B.","Schiöth, Helgi B."
"Chen, Yongwen","Chen, Yongwen"
"Möllby, R","Möllby, R"
"Lertiendumrong, Jongkol","Lertiendumrong, Jongkol"
"Zanetta, Dirce Maria Trevisan","Zanetta, Dirce Maria Trevisan"
"González, Marta C.","González, Marta C."
"Hacker, Jill K.","Hacker, Jill K."
"Marx, Preston A.","Marx, Preston A."
"Chen, Gui-Qian","Chen, Gui-Qian"
"Vantarakis, Apostolos","Vantarakis, Apostolos"
"Feng, Chaohong","Feng, Chaohong"
"Angulo, Jose","Angulo, Jose"
"Liang, Wenxue","Liang, Wenxue"
"Yu, Hong","Yu, Hong"
"Bachvaroff, Tsvetan R","Bachvaroff, Tsvetan R"
"Rollot, Olivier","Rollot, Olivier"
"Singh, Brajesh K.","Singh, Brajesh K."
"Solomon, Jeffrey","Solomon, Jeffrey"
"Griffiths, John","Griffiths, John"
"Palù, Giorgio","Palù, Giorgio"
"Yadav, B","Yadav, B"
"Belhouchat, Khadidja","Belhouchat, Khadidja"
"Luo, Jian","Luo, Jian"
"Comi, Giacomo P.","Comi, Giacomo P."
"Zayas, Delineliz","Zayas, Delineliz"
"Fleming, Damarius","Fleming, Damarius"
"Robertson, Corwin A.","Robertson, Corwin A."
"Petsko, Gregory A","Petsko, Gregory A"
"Jensen, Randi Holm","Jensen, Randi Holm"
"Gibbs, David L.","Gibbs, David L."
"Li, Chengbo","Li, Chengbo"
"Copps, John","Copps, John"
"Scherer, Julian","Scherer, Julian"
"Lole, Kavita S.","Lole, Kavita S."
"Yuen, K.Y.","Yuen, K.Y."
"Witkowski, Peter T.","Witkowski, Peter T."
"Hall, Neil","Hall, Neil"
"Cunningham, A. A.","Cunningham, A. A."
"Karolak, Wojciech","Karolak, Wojciech"
"Osterhaus, Albert D.M.E.","Osterhaus, Albert D.M.E."
"Nishioka, Yasuhiko","Nishioka, Yasuhiko"
"Chang, Chiu-Wen","Chang, Chiu-Wen"
"Lee, Kha-Liang","Lee, Kha-Liang"
"Gu, Yuan-xing","Gu, Yuan-xing"
"Fairley, Jessica K.","Fairley, Jessica K."
"Kumar, Ranjit","Kumar, Ranjit"
"Obeidat, Ma′en","Obeidat, Ma′en"
"Liu, Hongyang","Liu, Hongyang"
"Ezzeldin, Nada","Ezzeldin, Nada"
"Hou, Yanli","Hou, Yanli"
"Hunter, Larry W.","Hunter, Larry W."
"Grubaugh, Nathan D.","Grubaugh, Nathan D."
"Li, Qiaoyan","Li, Qiaoyan"
"Vitcetz, Sarah Nathalie","Vitcetz, Sarah Nathalie"
"Delogu, Giovanni","Delogu, Giovanni"
"Pietraszewski, Matthew J.","Pietraszewski, Matthew J."
"Zhang, Zong-Ying","Zhang, Zong-Ying"
"Gopal, Robin","Gopal, Robin"
"Durant, Tonji M.","Durant, Tonji M."
"Sullivan, Ashley F","Sullivan, Ashley F"
"Roger, François","Roger, François"
"Cameron, Mark","Cameron, Mark"
"Choi, Jung-Hwan","Choi, Jung-Hwan"
"Shick, Elizabeth H.","Shick, Elizabeth H."
"Spencer, Alexandra J","Spencer, Alexandra J"
"Zuo, Yiming","Zuo, Yiming"
"Schwarzter, Roland","Schwarzter, Roland"
"Konya, Viktoria","Konya, Viktoria"
"Hsu, Li-Yang","Hsu, Li-Yang"
"Duraffour, Sophie","Duraffour, Sophie"
"White, Lisa J.","White, Lisa J."
"Eliseeva, Ekaterina A","Eliseeva, Ekaterina A"
"Anderson, Christine B.","Anderson, Christine B."
"Ledford, Dennis","Ledford, Dennis"
"Kimata, Jason T","Kimata, Jason T"
"Lau, Quek Choon","Lau, Quek Choon"
"Tong, Yi-Gang","Tong, Yi-Gang"
"Dong, Hongping","Dong, Hongping"
"Phillipson, Curtis A.","Phillipson, Curtis A."
"Drechsel, Lisa","Drechsel, Lisa"
"Fisman, David N.","Fisman, David N."
"Turner, Jeffrey","Turner, Jeffrey"
"Leclercq, Sophie","Leclercq, Sophie"
"Cong, Jianbo","Cong, Jianbo"
"Luganini, Anna","Luganini, Anna"
"Launay, Odile","Launay, Odile"
"Becker, Sören L","Becker, Sören L"
"Mei, Xiaolin","Mei, Xiaolin"
"Gusmão, Leonor","Gusmão, Leonor"
"Bak, Rasmus O.","Bak, Rasmus O."
"Struble, Evi B","Struble, Evi B"
"Chiapponi, Chiara","Chiapponi, Chiara"
"Overheim, Katie","Overheim, Katie"
"Lin, Jiahui","Lin, Jiahui"
"MURAKAMI, Toshiaki","MURAKAMI, Toshiaki"
"Kawaoka, Yoshihiro","Kawaoka, Yoshihiro"
"Lacerda-Queiroz, Norinne","Lacerda-Queiroz, Norinne"
"Gómez, Jorge","Gómez, Jorge"
"Palladini, Alessandra","Palladini, Alessandra"
"Lim, Yong Kwan","Lim, Yong Kwan"
"Hsu, Yu-Chen","Hsu, Yu-Chen"
"Anasuya, Anita","Anasuya, Anita"
"Cooley, Louise","Cooley, Louise"
"Pieper, Rembert","Pieper, Rembert"
"Geiler, Janina","Geiler, Janina"
"Wu, Xiaoxu","Wu, Xiaoxu"
"Petrakova, Natalia","Petrakova, Natalia"
"Kwon, Jun-Hun","Kwon, Jun-Hun"
"Arinaminpathy, Nimalan","Arinaminpathy, Nimalan"
"Li, Yuchang","Li, Yuchang"
"Li, Hsiao-Fen","Li, Hsiao-Fen"
"Huang, Ting","Huang, Ting"
"Phakthanakanok, Krongsakda","Phakthanakanok, Krongsakda"
"Gaudêncio, Susana P.","Gaudêncio, Susana P."
"Principi, Mariabeatrice","Principi, Mariabeatrice"
"Wang, Yao-Chen","Wang, Yao-Chen"
"Luo, Haibin","Luo, Haibin"
"Lear, Travis","Lear, Travis"
"Gaydos, Charlotte A","Gaydos, Charlotte A"
"Napthine, S.","Napthine, S."
"Côté, Marceline","Côté, Marceline"
"Molina, M Lourdes","Molina, M Lourdes"
"Gee, Katrina","Gee, Katrina"
"Yang, Zaopeng","Yang, Zaopeng"
"Hu, Zhenjie","Hu, Zhenjie"
"Salem, Esam S. B.","Salem, Esam S. B."
"Loevinsohn, Michael E.","Loevinsohn, Michael E."
"Wright, Mathew W.","Wright, Mathew W."
"Prieto, Karla","Prieto, Karla"
"Brummelkamp, Thijn R","Brummelkamp, Thijn R"
"Lee, Yin-Won","Lee, Yin-Won"
"Zhang, Shenglan","Zhang, Shenglan"
"Kok, Kin-Hang","Kok, Kin-Hang"
"Bode, Johannes G.","Bode, Johannes G."
"Zhang, Dangui","Zhang, Dangui"
"Schneider, Konstantin","Schneider, Konstantin"
"Liu, Michael K. P.","Liu, Michael K. P."
"Pimentel-Elardo, Sheila M.","Pimentel-Elardo, Sheila M."
"MINAMI-FUKUDA, Fujiko","MINAMI-FUKUDA, Fujiko"
"Bjerg, Anders","Bjerg, Anders"
"Hsu, Hao-Jen","Hsu, Hao-Jen"
"Nakamura, Kiwamu","Nakamura, Kiwamu"
"Chang, Ying-Ying","Chang, Ying-Ying"
"Zhong, Hao-jie","Zhong, Hao-jie"
"Quenault, Hélène","Quenault, Hélène"
"Nfon, Charles K.","Nfon, Charles K."
"Leung, Kim Hung","Leung, Kim Hung"
"Williams, Cathy V.","Williams, Cathy V."
"Escaffre, Olivier","Escaffre, Olivier"
"Yip, Shea Ping","Yip, Shea Ping"
"Grandhomme, Viviane","Grandhomme, Viviane"
"Lu, Guangwen","Lu, Guangwen"
"Ma, Yuping","Ma, Yuping"
"Mavarez, Alibeth","Mavarez, Alibeth"
"Larios-Serrato, V","Larios-Serrato, V"
"Yau, Stephen S.-T.","Yau, Stephen S.-T."
"Goldfarb, Tamara","Goldfarb, Tamara"
"Bhargava, Suresh Kumar","Bhargava, Suresh Kumar"
"Castelli, Damiano","Castelli, Damiano"
"Yang, Zhouning","Yang, Zhouning"
"Kim, Myoung-Hwan","Kim, Myoung-Hwan"
"Zhang, Boyu","Zhang, Boyu"
"Zhang, Mao-Yu","Zhang, Mao-Yu"
"Jo, Alexandria","Jo, Alexandria"
"Aker, Aaron M.","Aker, Aaron M."
"Nilsen, Tom O","Nilsen, Tom O"
"Lee, Jong O.","Lee, Jong O."
"Fu, Yangyang","Fu, Yangyang"
"Stacey, Maria A.","Stacey, Maria A."
"Fowlkes, Ashley L.","Fowlkes, Ashley L."
"Zhang, Mingjun","Zhang, Mingjun"
"ORBA, Yasuko","ORBA, Yasuko"
"Thiéry, Richard","Thiéry, Richard"
"Vocale, Caterina","Vocale, Caterina"
"Petzing, Stephanie Rachel","Petzing, Stephanie Rachel"
"Davies, Matthew N","Davies, Matthew N"
"Moretz, Samuel E.","Moretz, Samuel E."
"Kim, Joung Soon","Kim, Joung Soon"
"Stallings, Cassie R.","Stallings, Cassie R."
"Lee, John Hwa","Lee, John Hwa"
"Dorsey, Denise","Dorsey, Denise"
"Malkowski, Simon","Malkowski, Simon"
"Li, Anyi","Li, Anyi"
"Yang, Y. Tony","Yang, Y. Tony"
"Demeret, C.","Demeret, C."
"Ubeira, Florencio M.","Ubeira, Florencio M."
"AbdelMalik, Philip","AbdelMalik, Philip"
"Browne, Gary","Browne, Gary"
"Wong, Ka Shing","Wong, Ka Shing"
"Kaijen, Paul H.","Kaijen, Paul H."
"van Boheemen, Sander","van Boheemen, Sander"
"Kim, Yoonjung","Kim, Yoonjung"
"Piechotowski, Isolde","Piechotowski, Isolde"
"Ratajczak, M Z","Ratajczak, M Z"
"Luft, Olga","Luft, Olga"
"Mineo, José R.","Mineo, José R."
"Mattia, Carlo Andrea","Mattia, Carlo Andrea"
"Göttsche, Matthias","Göttsche, Matthias"
"Tyler, Kenneth L.","Tyler, Kenneth L."
"Antony, Claude","Antony, Claude"
"Kuznetsova, Irina M.","Kuznetsova, Irina M."
"Shi, Mijuan","Shi, Mijuan"
"Dedeurwaerder, Annelike","Dedeurwaerder, Annelike"
"Yu, Daojun","Yu, Daojun"
"McGarvey, P.","McGarvey, P."
"Gundersen-Rindal, Dawn E","Gundersen-Rindal, Dawn E"
"Tang, Songhua","Tang, Songhua"
"Du, Yan","Du, Yan"
"Givney, Rodney","Givney, Rodney"
"Mise, Kazuyuki","Mise, Kazuyuki"
"Oka, Shinichi","Oka, Shinichi"
"Xu, Qing","Xu, Qing"
"Yu, Chien-Hung","Yu, Chien-Hung"
"Wu, Jiaqiang","Wu, Jiaqiang"
"Huber, Reinhard C.","Huber, Reinhard C."
"Moses, Ashlee V.","Moses, Ashlee V."
"Myrrha, Luciana Wanderley","Myrrha, Luciana Wanderley"
"Santer, Deanna M","Santer, Deanna M"
"Kuderna, Lukas F.K.","Kuderna, Lukas F.K."
"Liu, Mingqiu","Liu, Mingqiu"
"Kehrli, Marcus E","Kehrli, Marcus E"
"Wu, Liang-Ta","Wu, Liang-Ta"
"Herrera-Camacho, Irma","Herrera-Camacho, Irma"
"Kimchi, Avi","Kimchi, Avi"
"Vuyisich, Momchilo","Vuyisich, Momchilo"
"Zhang, Xingliang","Zhang, Xingliang"
"Emery, Shannon L.","Emery, Shannon L."
"Stonehouse, Nicola J.","Stonehouse, Nicola J."
"De Clercq, E.","De Clercq, E."
"Glenting, Jacob","Glenting, Jacob"
"Macarthur, Colin","Macarthur, Colin"
"Richard, Nathalie","Richard, Nathalie"
"Padilla, Cindy","Padilla, Cindy"
"Lu, Xiaoyan","Lu, Xiaoyan"
"Thomas, M. C.","Thomas, M. C."
"Ferrari, Karen L","Ferrari, Karen L"
"Eng, Hock-Liew","Eng, Hock-Liew"
"Schinoni, Maria Isabel","Schinoni, Maria Isabel"
"Rossi, Cynthia A.","Rossi, Cynthia A."
"Park, Hee-Myung","Park, Hee-Myung"
"Schmit, Jean-Claude","Schmit, Jean-Claude"
"Kumar, B V Ravi","Kumar, B V Ravi"
"Bich, Vu Thi Ngoc","Bich, Vu Thi Ngoc"
"Ma, Li-na","Ma, Li-na"
"Wang, Linda DL","Wang, Linda DL"
"Praditsitthikorn, Naiyana","Praditsitthikorn, Naiyana"
"Kwon, Min Jung","Kwon, Min Jung"
"Renukaradhya, Gourapura J.","Renukaradhya, Gourapura J."
"Hamid, I A","Hamid, I A"
"Vernekar, Vandana","Vernekar, Vandana"
"Cláudio, Nuno","Cláudio, Nuno"
"Yang, Jiezuan","Yang, Jiezuan"
"Pati, S.","Pati, S."
"Shi, Bi-Wei","Shi, Bi-Wei"
"GE, WEN-SONG","GE, WEN-SONG"
"Duch, Mogens","Duch, Mogens"
"Qiao, Zu-Jian","Qiao, Zu-Jian"
"Ferwerda, Gerben","Ferwerda, Gerben"
"Khongnomnan, Kritsada","Khongnomnan, Kritsada"
"Potapova, Oxana V.","Potapova, Oxana V."
"van Eijk, Martin","van Eijk, Martin"
"Monge-Martínez, Jesús","Monge-Martínez, Jesús"
"Sheng, Jun","Sheng, Jun"
"KOYAMA, AUGUSTINE HAJIME","KOYAMA, AUGUSTINE HAJIME"
"Shi, Chao","Shi, Chao"
"Tryland, Morten","Tryland, Morten"
"Li, OTW","Li, OTW"
"Zuba-Surma, E","Zuba-Surma, E"
"Scheinerman, Alex","Scheinerman, Alex"
"Chaudhari, Prateek","Chaudhari, Prateek"
"D’Acremont, Valérie","D’Acremont, Valérie"
"Ganguli, Ishani","Ganguli, Ishani"
"Trujillo-Alonso, Vicenta","Trujillo-Alonso, Vicenta"
"Qian, Jun","Qian, Jun"
"Chernomordik, Leonid V.","Chernomordik, Leonid V."
"Bhuiyan, Mejbah Uddin","Bhuiyan, Mejbah Uddin"
"Magpantay, Felicia M. G.","Magpantay, Felicia M. G."
"Ren, Fu","Ren, Fu"
"Hernández, Mauricio","Hernández, Mauricio"
"Yang, Dan","Yang, Dan"
"Chung, Betty Y. W.","Chung, Betty Y. W."
"Fertil, Bernard","Fertil, Bernard"
"Velazquez, Eric","Velazquez, Eric"
"Ratia, Kiira","Ratia, Kiira"
"Cassano, Pasquale","Cassano, Pasquale"
"Rakitina, D. V.","Rakitina, D. V."
"Takahashi, Kazue","Takahashi, Kazue"
"Bergström, K","Bergström, K"
"Lau, Yee-Ling","Lau, Yee-Ling"
"Kim, Nam Keun","Kim, Nam Keun"
"Kim, WooJin","Kim, WooJin"
"Nghia, Ho Dang Trung","Nghia, Ho Dang Trung"
"Grijalva, Carlos G.","Grijalva, Carlos G."
"Wong, Sek-Man","Wong, Sek-Man"
"Zeller, Mark","Zeller, Mark"
"Sharp, Frank R","Sharp, Frank R"
"Kobayashi, Yukuharu","Kobayashi, Yukuharu"
"Choi, Sun Hee","Choi, Sun Hee"
"Qin, Tiehe","Qin, Tiehe"
"Martina, Byron EE","Martina, Byron EE"
"Siddiqui, Shapi Ahmad","Siddiqui, Shapi Ahmad"
"Pierantoni, Angiolo","Pierantoni, Angiolo"
"Islam, Mohammed Rafiqul","Islam, Mohammed Rafiqul"
"Pertel, Thomas","Pertel, Thomas"
"Zhao, Yujun","Zhao, Yujun"
"Phillips, Christine B.","Phillips, Christine B."
"Zeng, Lingjia","Zeng, Lingjia"
"Bushmaker, Trenton","Bushmaker, Trenton"
"Mills, John S.","Mills, John S."
"Ding, Yao-zhong","Ding, Yao-zhong"
"Volmer, Romain","Volmer, Romain"
"Rose, Graham","Rose, Graham"
"Goedecke, D. Michael","Goedecke, D. Michael"
"Desmond, James Stephen","Desmond, James Stephen"
"Kurland, Lisa","Kurland, Lisa"
"ABDULLAH, AHKINYALA","ABDULLAH, AHKINYALA"
"Wüthrich, Kurt","Wüthrich, Kurt"
"Gong, Cheng","Gong, Cheng"
"Lai, Ka-Man","Lai, Ka-Man"
"Friberg, Ida M.","Friberg, Ida M."
"Ratovoson, Rila","Ratovoson, Rila"
"Wang, Jing-Fang","Wang, Jing-Fang"
"Chan, Paul K.","Chan, Paul K."
"Martella, Vito","Martella, Vito"
"Buckeridge, David L","Buckeridge, David L"
"Qiu, Xiangguo","Qiu, Xiangguo"
"Chen, Steve S-L","Chen, Steve S-L"
"Lu, Xiaoshan","Lu, Xiaoshan"
"Jones, David E.","Jones, David E."
"Svensson, Lennart","Svensson, Lennart"
"Zhāng, Téngfēi","Zhāng, Téngfēi"
"Plana, Joan","Plana, Joan"
"Wolcott, Mark","Wolcott, Mark"
"McErlean, Peter K.","McErlean, Peter K."
"Christopher-Hennings, Jane","Christopher-Hennings, Jane"
"Deng, Chaoyang","Deng, Chaoyang"
"Gibson, Jennifer","Gibson, Jennifer"
"Fennelly, K P","Fennelly, K P"
"Tesh, Robert B.","Tesh, Robert B."
"Conly, John","Conly, John"
"Guan, Xuhua","Guan, Xuhua"
"Monteny, Miriam","Monteny, Miriam"
"Blomqvist, Soile","Blomqvist, Soile"
"Guo, Song","Guo, Song"
"Hung, Min-Nan","Hung, Min-Nan"
"Bayoumy, Amr","Bayoumy, Amr"
"Gadsby, Naomi J.","Gadsby, Naomi J."
"Ying, Sun","Ying, Sun"
"Ma, Xuejun","Ma, Xuejun"
"Ambatipudi, Kiran S.","Ambatipudi, Kiran S."
"Hsieh, Ting-Lieh","Hsieh, Ting-Lieh"
"Tian, Qing","Tian, Qing"
"Chen, Huaiyong","Chen, Huaiyong"
"Almalki, Turki","Almalki, Turki"
"Visconti, Pablo E.","Visconti, Pablo E."
"Te Lintelo, Eddie G.","Te Lintelo, Eddie G."
"Dove, Winifred","Dove, Winifred"
"Pankovics, Péter","Pankovics, Péter"
"Khalafalla, Abdelmalik I.","Khalafalla, Abdelmalik I."
"Harpin, Vanessa","Harpin, Vanessa"
"Kaijalainen, Svetlana","Kaijalainen, Svetlana"
"Hoppe, Simone","Hoppe, Simone"
"Yang, Haopeng","Yang, Haopeng"
"Murphy, Amanda M","Murphy, Amanda M"
"Camargo, Carlos A","Camargo, Carlos A"
"Shuaib, Faisal","Shuaib, Faisal"
"Lancefield, Terase F.","Lancefield, Terase F."
"Larrick, James W","Larrick, James W"
"Thabet, Farah","Thabet, Farah"
"Heegaard, Steffen","Heegaard, Steffen"
"Surtees, Rebecca","Surtees, Rebecca"
"Nataraj, B.","Nataraj, B."
"Han, Sangsu","Han, Sangsu"
"Serria, Hammami Turky","Serria, Hammami Turky"
"GAO, Yu-Wei","GAO, Yu-Wei"
"Kreil, Thomas R","Kreil, Thomas R"
"Zemans, Rachel L.","Zemans, Rachel L."
"Jin, Jiao","Jin, Jiao"
"Amimo, Joshua O.","Amimo, Joshua O."
"Ma, Zhongliang","Ma, Zhongliang"
"Wise, Terry","Wise, Terry"
"Hills, Robert K.","Hills, Robert K."
"Zhou, Pingzheng","Zhou, Pingzheng"
"Xu, Wei","Xu, Wei"
"Yayan, Josef","Yayan, Josef"
"Shirakura, Masayuki","Shirakura, Masayuki"
"Mikkelsen, Jakob Giehm","Mikkelsen, Jakob Giehm"
"Chan, Benjamin K.","Chan, Benjamin K."
"Cowan, Ethan","Cowan, Ethan"
"Simpson, Jeremy C.","Simpson, Jeremy C."
"Wang, Xiaofeng","Wang, Xiaofeng"
"Piechaczyk, Marc","Piechaczyk, Marc"
"Reusken, Chantal B. E. M.","Reusken, Chantal B. E. M."
"Cowley, Jeff A.","Cowley, Jeff A."
"Massa, Paul T.","Massa, Paul T."
"McEachern, Jennifer A.","McEachern, Jennifer A."
"Yao, Huochun","Yao, Huochun"
"Wronka-Edwards, Loni","Wronka-Edwards, Loni"
"Glass, Mandy","Glass, Mandy"
"Bachmann, Verena","Bachmann, Verena"
"Zheng, Aihua","Zheng, Aihua"
"Chen, Mark I.C.","Chen, Mark I.C."
"Fergusson, Dean","Fergusson, Dean"
"Seroogy, Christine M","Seroogy, Christine M"
"Zhang, Jin Xia","Zhang, Jin Xia"
"Nunes, Marta C.","Nunes, Marta C."
"Dai, Zhi","Dai, Zhi"
"Hatchette, Todd F.","Hatchette, Todd F."
"Xie, Ke","Xie, Ke"
"Gerald, Joe K","Gerald, Joe K"
"Pasquali, Paolo","Pasquali, Paolo"
"Stoiber, Friedrich","Stoiber, Friedrich"
"Tan, Ren Xiang","Tan, Ren Xiang"
"Deng, Xilong","Deng, Xilong"
"Chen, Yue","Chen, Yue"
"Brodt, Hans-Reinhard","Brodt, Hans-Reinhard"
"Stevenson, Justin S.","Stevenson, Justin S."
"Jank, Johanna M.","Jank, Johanna M."
"Johnson, Melissa D","Johnson, Melissa D"
"Jakiela, Bogdan","Jakiela, Bogdan"
"Moesta, Achim K.","Moesta, Achim K."
"LeGoff, Dominique","LeGoff, Dominique"
"Pécheur, Eve-Isabelle","Pécheur, Eve-Isabelle"
"Eberle, Karen E","Eberle, Karen E"
"Hämmerle, Monika","Hämmerle, Monika"
"Qu, Xiao-Wang","Qu, Xiao-Wang"
"Lin, I-Feng","Lin, I-Feng"
"Xi, Caihua","Xi, Caihua"
"Rinaldo, Charles R","Rinaldo, Charles R"
"Elhadidy, Mona","Elhadidy, Mona"
"de Oliveira, Tulio","de Oliveira, Tulio"
"de Lamballerie, Xavier","de Lamballerie, Xavier"
"Strieter, Robert M","Strieter, Robert M"
"van den Hoogen, Bernadette G.","van den Hoogen, Bernadette G."
"Randow, Felix","Randow, Felix"
"Khan, Kashif Aziz","Khan, Kashif Aziz"
"Lei, Wenwen","Lei, Wenwen"
"Ramlawi, Assad","Ramlawi, Assad"
"Brockhurst, Michael A.","Brockhurst, Michael A."
"Pan, Ruangang","Pan, Ruangang"
"Loutfy, Mona R.","Loutfy, Mona R."
"Biagini, Philippe","Biagini, Philippe"
"Friedman, Avner","Friedman, Avner"
"Burke, Anna D","Burke, Anna D"
"Roberts, Leslee","Roberts, Leslee"
"Aronen, Matti","Aronen, Matti"
"Malagon, I","Malagon, I"
"Herberg, Jethro A.","Herberg, Jethro A."
"Zhang, Lan","Zhang, Lan"
"Briseño-Ramirez, Jaime","Briseño-Ramirez, Jaime"
"Sample, Christopher","Sample, Christopher"
"Sherborne, N.","Sherborne, N."
"Schmidt, Enrico K.","Schmidt, Enrico K."
"Hardstaff, Jo L","Hardstaff, Jo L"
"Jiang, Hualiang","Jiang, Hualiang"
"Ting, Jenny P.-Y.","Ting, Jenny P.-Y."
"Chikhlikar, Priya","Chikhlikar, Priya"
"Bányai, Krisztián","Bányai, Krisztián"
"Muvaffak, Asli","Muvaffak, Asli"
"Zientara, Stéphan","Zientara, Stéphan"
"Horn, Johannes","Horn, Johannes"
"Poon, Leo L.M.","Poon, Leo L.M."
"Johnson, Douglas","Johnson, Douglas"
"Chen, Suhong","Chen, Suhong"
"Liu, Mengya","Liu, Mengya"
"Balachandran, Siddharth","Balachandran, Siddharth"
"Jenckel, Maria","Jenckel, Maria"
"Bell, Diana J.","Bell, Diana J."
"Shen, Guanxin","Shen, Guanxin"
"Mostaço-Guidolin, Luiz C","Mostaço-Guidolin, Luiz C"
"Robinson, Camenzind G.","Robinson, Camenzind G."
